,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
REEP1,83.206819,33.63956989,67.04677419,57.01327957,114.9758065,54.53413978,30.93311828,71.51155914,55.23602151,62.31763441,53.62793011,71.66962366,76.36465054,58.66983871,64.5102957,72.40314516,60.66747312,54.08115591,57.88666667,66.28333333,67.23857527,31.63508065,71.66962366,83.5483871,77.31424731,61.1625
GTF3C2,207.0083333,150.0384409,249.297957,121.9335484,165.2905376,209.2026882,203.8444624,174.2215054,179.5317204,281.0939883,224.8736559,241.8171799,209.6274194,218.597043,127.9346774,217.8967204,170.2639785,130.7766129,196.3227419,137.247043,257.6256452,164.7266129,176.7975806,163.1338172,233.8962366,155.3376344
SP2,69.01655914,67.48387097,128.6388978,68.7625,61.59784946,73.93736559,65.88682796,85.44303763,80.28801075,80.81485215,100.0865054,86.06747312,79.70672043,127.9064516,83.62459677,76.61968126,97.99419355,48.93548387,74.48034946,43.14578853,67.73021505,74.06852919,82.07244624,79.27647849,63.74462366,68.39623656
SLCO2A1,21.43897849,153.8365591,42.68231183,164.8373656,102.8373925,114.9284946,107.1801075,34.93344086,96.59354839,67.07862903,56.47365591,69.35489247,129.9551075,47.21327957,58.66153226,82.51586022,67.04677419,95.80672043,59.83897849,112.0880722,84.27748848,70.50833333,83.76115591,68.54896313,61.15665323,80.8047043
PIK3CA,44.72841398,29.24623656,14.03924731,5.613172043,40.99973118,55.76741935,7.417741935,51.54102151,35.32675499,9.340860215,12.28876344,75.64790323,66.93763441,63.29758065,109.0107527,67.70951613,74.31939324,39.88795699,90.42983871,67.80645161,38.64354839,76.5813172,89.66935484,87.04462366,55.07989247,91.85967742
CLP1,194.1850929,244.91952,284.8404032,209.7462366,382.1586022,205.3494624,289.305,239.0185484,282.7930108,240.8450461,285.5990591,199.7409677,295.7566398,296.7374194,279.199328,298.7007681,231.1086021,226.0215054,233.1796774,230.3225806,243.5169355,225.2387634,310.3435484,290.3413978,275.4806452,238.4481183
KHSRP,166.3314516,179.606828,116.433871,111.0799194,187.6994624,98.81586022,136.8698925,127.0653226,124.6156989,83.37580645,129.4548387,117.6791513,146.913172,103.8443548,52.6655914,108.6013441,80.59320277,87.19096774,99.00478495,100.7583333,68.83908602,92.58870968,54.93584229,115.9267665,101.5129839,77.04274194
CEP350,31.51612903,67.77908602,78.53924731,64.41989247,58.60322581,82.81771505,63.89005376,73.20731183,78.51545699,45.03247312,99.18435484,144.2508065,141.9091398,114.5805108,119.3954301,82.37634409,105.7699462,100.1467742,92.58091398,82.75322581,90.4088172,113.6312366,97.29537635,94.88599462,87.81546083,99.5422043
GALK1,24.04005376,12.91451613,19.61376344,56.61564516,16.79610215,9.370967742,11.24927419,6.547311828,8.767741935,25.81994624,12.04623656,6.689784946,15.13266129,11.77795699,12.70752688,13.01290323,18.65672043,10.96075269,16.60483871,21.76793011,11.64247312,22.98233871,8.1,10.88198925,16.50456989,15.68387097
CLSTN3,46.01451613,30.66518817,66.93024194,28.27379032,91.98018817,35.65814516,36.38897849,16.71599462,76.81852151,43.90082181,22.75349462,107.8642473,73.60026882,56.13403226,17.90228495,14.76451613,41.59849462,18.64596774,18.82150538,53.80913978,40.67932796,25.09349462,14.46908602,57.07772657,67.82612903,100.4618011
DCAF1,38.7797043,25.34038979,34.6141129,24.62833333,98.61833333,46.65582181,81.13827957,51.37468475,18.93298387,43.90082181,57.41997312,12.9783871,75.10967742,13.49193548,43.9516129,46.82255376,15.64946237,61.20766129,67.28489247,45.85846774,42.70599462,41.69086022,79.27647849,20.17314516,55.11612903,56.7327957
BCAS1,18.57580645,28.73879032,21.46271121,21.65913979,13.99247312,34.02607527,17.68833333,7.605913978,32.99935484,93.655945,46.48965054,7.691129032,14.74354839,19.22258065,51.68448925,42.53225806,46.65582181,35.51920507,31.24349078,36.50170507,46.31887097,10.19919355,18.92930108,24.4644086,71.23276882,71.12674731
FGFR3,22.01276882,36.81586406,38.68623656,52.43262097,44.57408602,43.3105914,32.0719086,46.22956989,17.89489247,8.901612903,44.21586021,26.09365591,36.92043011,23.13016513,22.45827957,27.55537634,27.48510753,18.13830645,39.32752688,32.76973118,26.11370968,12.49892473,24.17325269,23.72094086,63.65096774,50.30806452
LRP3,131.3817204,131.0395161,74.77967742,68.15451613,200.1462366,70.68655914,83.51024194,26.81935484,71.70424731,155.6519508,27.55537634,25.83424731,94.16169355,81.27639785,25.05322581,88.00924731,52.7422043,75.29629032,67.81991936,104.6012903,60.65385561,73.51330645,34.15215054,69.3911828,135.7596505,58.08602151
NAT9,111.5045699,153.1497312,67.45806452,71.05962366,110.1397849,118.5933871,145.0066398,162.1145161,123.6862135,146.0629032,92.18790323,93.12943548,150.6489247,37.74822581,88.19483871,131.5394624,61.5016129,50.88790323,106.3586022,94.07,83.69951613,117.4196774,78.44360215,61.02849462,43.66534946,140.0103763
TSSK2,64.16524194,83.09811828,76.27983871,88.86494624,70.60215054,79.28252688,66.25080645,62.36096774,62.6588172,61.39905914,71.69612903,59.38634409,64.61397849,56.52317204,64.30701613,64.05922043,55.36854839,69.53185484,48.06586022,54.48548387,66.63709677,52.69032258,59.88130568,56.80142473,67.15916667,66.53080645
GOLGA2,33.39650538,74.19569892,17.63172043,21.91478495,16.14892473,43.61935484,29.06352151,27.71370968,43.90082181,21.29897849,60.02473118,37.45430108,47.73344086,85.13172043,34.39327957,46.7933871,17.01276882,36.94569892,34.39738863,29.77284946,15.39043011,42.55537634,24.1383871,12.87096774,27.43548387,17.12994624
KYNU,79.15422043,86.11887097,88.18397849,36.26306452,138.3544624,118.4072043,151.6653226,100.2615591,59.74231183,61.88408602,60.79556452,104.7884409,133.4965054,114.1790323,105.738172,94.89811828,91.30155914,93.86612903,105.9403226,91.71051075,88.66752688,126.8142473,112.0233871,75.8483871,84.92123656,86.01903226
MRPL57,202.2887097,149.4978495,144.1028226,93.34408602,137.8091398,193.3669355,186.0919355,199.5346686,194.247043,225.3191398,228.6904136,238.5646774,229.4521505,184.3515591,160.4770968,147.4041935,143.3567742,216.7790323,148.9199462,168.6489247,128.8081183,198.1277419,162.3022849,137.7938172,147.4810753,170.6846774
MAOA,24.62384409,38.87218126,13.09247312,26.46935484,25.37150538,28.29032258,8.335752688,11.50994624,28.87473118,21.33413978,55.30061828,20.98870968,11.52150538,29.42705069,21.97430108,13.40784946,18.05913979,36.13758065,30.29498208,34.1594086,23.07715054,21.09301075,28.03655914,48.72782258,14.11290323,20.29946237
TRIM24,12.5688172,32.78006272,35.44731183,30.20758064,19.80376344,32.61478495,28.80370968,44.18069892,34.64856375,15.86774194,36.22043011,55.28387097,33.04206989,38.80806452,55.38497696,30.79086022,73.82997312,44.84596774,33.01265361,46.02946237,46.48965054,45.40376344,58.34830645,45.21344086,31.89650538,32.11443932
CAMK1,191.2262903,238.4481183,145.8936828,209.1389785,172.0396505,163.6561828,206.7005376,139.5518817,142.7586022,181.1483871,144.0164785,124.5817204,134.7063441,102.6622581,94.15215054,151.2876344,111.4891705,122.521371,132.4913979,183.7887903,120.5030108,83.06801075,85.97389785,114.9758065,91.81612903,100.2351344
ACPP,39.31768817,70.01505376,101.4369624,39.25413979,7.209677419,91.43870072,102.3191274,62.09704301,108.1389785,67.60526882,140.4061828,77.53293011,98.91975807,74.99543011,128.8081183,119.9709677,119.3607527,59.70456989,111.1124462,149.2819892,142.9612903,84.62419355,80.50188172,105.8455645,94.49911674,40.80973118
SLC43A1,223.5207331,103.2382258,143.2430108,240.8450461,183.6166667,229.067043,124.7965054,159.2370968,88.01900538,151.1019892,205.4449462,106.9419355,152.4482796,159.7632796,64.5102957,158.4688172,91.92096774,117.4829032,184.6817204,106.8099731,174.1010753,107.7948387,101.7776882,78.42726575,136.6340246,127.6834677
GRK5,199.4451613,107.898172,110.3112903,15.88293011,102.2596774,107.7948387,139.058871,155.9356452,125.4648387,142.3853495,146.8938172,156.9209409,143.0745699,77.55736559,98.01478495,106.1208602,125.6468817,86.72986559,99.52150538,102.2346774,129.1674194,106.9764785,94.10537634,135.2833333,127.7024194,115.6330645
EML2,111.4438172,167.7013441,83.84268817,98.56827957,122.7051075,77.58373656,118.7126344,87.00215054,96.00376344,85.44303763,86.83023366,99.94091398,93.71397849,94.98655914,59.10295699,82.00448925,39.50989247,62.22688172,93.02795699,68.60376344,68.47793011,57.39316436,77.53293011,90.36451613,79.90577957,95.58032258
EFS,134.8276882,127.6357527,100.4043011,85.78884409,67.31357527,56.80142473,93.45080645,106.6905914,84.99704301,116.9877419,91.5705914,78.69688172,83.13051075,69.14274194,89.53978495,76.54048387,46.15295699,67.75637097,39.7219086,103.8327957,70.85927419,120.1252688,93.04462366,64.17123656,120.5591398,158.0040323
KCNN4,96.80354839,141.9091398,110.9655914,93.40241935,109.4826344,141.744086,173.2948925,42.05994624,33.65959677,138.6903226,67.05080645,32.15317972,95.69973118,117.4354839,53.22905914,171.0223118,88.70322581,99.83172043,69.89212366,94.89811828,61.74803763,79.86165323,132.228629,93.89543011,119.7088172,84.84973118
RHBDD3,97.09623656,140.2791977,75.78573349,222.8137097,122.2857527,77.85793011,57.2327957,68.97822581,63.96289289,66.3191129,95.29569892,111.5189516,69.67032258,124.0580645,39.6488172,63.18924731,48.45645161,45.72956989,57.1266129,67.70370968,85.08129032,56.27674731,63.6327957,49.99706989,103.3885691,99.6311828
LOC100294033,113.0408065,75.87004608,50.18172043,108.5480108,47.94258833,56.6016129,63.30561828,43.66534946,71.90456989,106.552957,80.83897849,73.67344086,69.17002688,84.07446237,58.31827957,75.02105607,35.91662826,36.77298387,47.9311828,21.04583333,47.2163172,32.50747312,65.5061828,57.64672043,78.96236559,64.96642473
SLC12A2,69.09795699,67.44030722,85.75870968,212.3318548,105.9845699,102.7502151,61.72973118,98.42526882,85.74967742,137.171371,124.4226075,105.9136559,128.1866935,87.81546083,71.3413172,70.69516129,100.1126344,89.68172043,53.33844086,54.13741935,120.9118548,80.67836022,95.31145161,82.94462366,66.30244624,79.01905914
DIMT1,59.18575269,31.65177419,86.85752688,34.39327957,44.47583333,92.45954301,51.30897849,73.64416667,59.94746544,78.36236559,72.87977151,87.88123656,122.5782258,71.98897849,118.8123656,96.38521505,154.3433871,146.4484409,145.3771505,91.25731183,75.79112903,134.7268817,101.9786559,110.7412366,80.67150538,115.9012903
FLT1,23.90725806,51.00467742,29.60672043,34.32477273,57.01854839,45.18898234,46.10290323,37.16150538,38.69865591,39.68247312,21.53413978,9.711827957,18.45521505,23.48731183,28.34015152,27.92069892,28.11873656,32.28403226,44.53763441,37.73741935,34.95672043,54.10322581,33.11125192,49.25344086,33.19193548,37.46854839
TTF2,21.56360215,37.53763441,23.98306452,29.49623656,2.413978495,34.37997312,29.28870968,18.60349462,25.53010753,3.198387097,23.46610215,34.5225,7.695698925,22.72177419,35.93528226,21.98016129,62.21962366,32.78189964,26.24569892,42.75403226,39.79811828,18.7672043,32.69430108,50.88790323,24.31747312,39.32526882
APEX2,156.2944624,263.820914,101.9310945,162.4477599,148.9871505,118.3336022,168.5876344,158.6763441,171.9931452,69.24830645,127.4072043,71.84798387,114.7944624,77.14989247,65.79252688,106.9764785,98.65860215,94.28169355,90.84596774,80.19537634,127.1954301,60.49021505,91.6394086,147.8857527,131.4346774,160.7115054
EIF1AY,5.277688172,47.40908602,66.86435484,10.93655914,30.08387097,19.07795699,33.54634409,11.15806452,13.32607527,7.12688172,9.953225806,6.388709677,21.81317204,30.3483871,17.06494624,11.63655914,104.0185484,141.9091398,48.17537634,100.1893817,52.26217742,6.369354839,14.26666667,20.54139785,4.880645161,31.97574821
KIF21B,111.5045699,17.16680108,171.8569892,38.9319278,18.38481183,61.10951613,69.04226575,44.50820789,32.57201613,110.1397849,96.63709677,21.96887097,110.104115,51.12682796,36.38897849,61.46268817,116.1538979,15.89973118,75.33306452,43.8211828,106.2050558,118.414086,26.86639785,42.2680914,35.66386713,36.10064516
NEFH,41.11486943,40.26612903,41.55136713,73.3766129,18.94784946,15.76935484,43.93924731,22.36209677,37.32018817,16.51236559,59.40469278,14.34354839,12.39537634,17.58112903,22.89744624,31.41623656,24.29053763,25.37150538,27.0858871,31.30236559,35.26040323,36.34403994,17.13405914,21.84126344,28.51091398,22.45827957
TRAF2,11.32849462,8.73655914,39.49650538,7.223655914,14.63655914,11.51989247,26.36306452,40.18163979,31.50564516,33.24892473,8.003494624,35.13481183,75.18142473,82.50887097,12.0786828,15.98849462,11.80591398,10.78924731,6.717204301,9.563978495,41.98172043,12.41451613,16.86854839,29.89247312,17.26317204,26.38311444
LARGE1,11.32849462,12.88387097,24.9049328,43.73693548,21.69516129,9.129973118,10.37069892,17.87361751,13.64032258,11.2,66.51317204,23.10456989,15.78951613,60.78768817,12.95322581,31.5905914,13.27224462,14.81215054,8.882258065,13.09462366,9.719623656,11.78290323,12.37537634,6.716129032,8.358736559,13.2640457
IFI6,762.2637788,7.858064516,28.7465457,18.05913979,523.1040323,144.4969892,48.28733871,116.825,58.04860215,21.19274194,83.71193548,20.89314516,83.81680108,68.3383871,135.0119624,78.33424731,86.075,131.9771505,107.1233871,195.6919355,51.36137097,171.8569892,547.5196237,30.3944086,84.43763441,136.4209677
APOC1,45.54860215,49.40319892,60.45725806,120.815,51.5937788,64.73763441,47.97752688,30.39032258,64.1311828,51.77246544,21.58400538,19.34784946,78.09172043,40.79913978,40.33134409,67.31357527,34.00827957,52.56362414,53.06196237,45.85846774,87.83521505,37.97973118,66.19623656,52.50629032,48.27552867,64.19701613
GALC,78.96236559,57.52806452,91.80459677,105.4518817,83.28306452,68.11021505,98.03790323,80.84905914,83.9983871,60.40726767,41.68010753,55.45408602,75.58561828,48.65456989,132.5795699,136.1114631,143.7532258,123.8184409,138.5392473,124.6475806,150.0384409,133.8794086,132.9602151,115.8280914,142.4822581,101.127957
GSTM2,325.1630645,235.1021505,313.2817204,418.0051808,282.5696237,192.4354839,254.6418817,354.5048387,310.3435484,306.5387097,259.3764785,332.6120968,379.3379032,281.6966398,218.5314516,213.7615591,257.2084409,170.3507796,117.0104839,165.8854839,201.7244624,185.2160215,131.1576882,217.4741935,176.8615591,215.9436559
HBG2,5750.837231,16448.72903,2313.166022,7453.104489,14204.71532,7830.750054,6881.95371,2178.986021,12613.24952,5196.332661,5750.837231,5196.332661,12613.24952,7830.750054,1713.086022,5196.332661,1799.618817,12613.24952,7830.750054,12613.24952,4722.75457,9939.568387,6881.95371,11785.57726,10643.36124,9939.568387
FOSL1,4.980645161,4.09516129,5.112634409,26.77241936,8.254301075,7.846774194,12.35013441,3.238709677,10.58897849,19.83064516,4.675806452,10.55860215,5.460483871,65.54107527,6.011290323,7.038172043,4.636290323,12.34086022,8.328763441,49.67379032,3.056451613,8.188172043,6.467741935,7.469354839,7.116666667,7.477419355
FGF2,10.37311828,35.3766129,11.60188172,24.01680108,39.74301075,18.10887097,5.99516129,17.19018817,37.32018817,7.872580645,10.78924731,20.81935484,30.43860215,18.2983871,24.98494624,10.60322581,10.6016129,17.04193548,24.03669355,40.89516129,17.81344086,38.7797043,9.209677419,27.47763441,11.06814516,40.01134409
MKLN1,25.64666667,59.19061828,55.49973118,80.61451613,3.369623656,47.07715054,28.65494624,69.63983871,95.36069892,6.288172043,35.75591398,49.10725806,65.27053763,61.28010753,61.34126344,66.05483871,46.51115591,47.08427419,63.95016129,58.34830645,73.70981183,52.35647849,94.70416667,34.27362903,24.19005376,53.62322581
LMO3,20.51096774,108.3182258,22.33897849,45.97129032,80.66209677,95.22186636,53.70325269,51.20591398,19.40967742,55.28387097,73.13349462,15.24516129,14.37096774,72.48709677,79.78024194,24.5,16.48064516,75.08387097,11.84784946,113.5401344,81.09569892,72.32537634,78.92387097,80.58156682,40.50717742,72.26811828
ARHGAP4,41.50805108,188.8851478,38.40535842,120.5591398,126.5626344,38.40149642,86.51290323,96.47258065,95.69462366,47.7797043,191.7050538,137.8091398,160.3276882,140.2146505,78.13319892,86.20268817,89.74475806,82.05475806,77.99067204,88.33544251,99.35618279,116.1744624,73.52580645,82.88629032,61.27553763,75.74239247
LCAT,13.28172043,37.30997312,12.85967742,20.63245008,41.57919355,13.33397849,33.02953149,16.16115591,16.48225806,10.53790323,7.283870968,21.24354839,11.09086022,13.10739247,15.19301075,12.97043011,13.43475806,22.6261828,46.0258871,13.36376344,12.05658602,18.90665323,10.82419355,20.54139785,17.49569892,12.24865591
SLC2A5,224.1880108,74.26129032,124.8647849,111.1266129,128.5884409,117.2533871,72.7044086,117.2860753,67.43376344,111.5884409,68.43723118,123.9561828,112.5209677,112.2398925,84.77741935,142.2072581,97.38682796,82.6633871,86.37231183,114.8306452,111.575672,91.68456989,82.53387097,102.6330645,102.8483871,107.726129
TLE2,37.66497312,127.2733871,32.20011521,124.3761828,78.51545699,54.36384409,50.86298387,47.56067204,71.12674731,92.51790323,123.0916667,61.51747312,65.34994624,76.44294872,44.30645161,42.23293011,61.59112903,65.03387097,44.31064516,38.18333333,38.50481951,46.76747312,52.05013441,58.3247043,79.59650538,86.32032258
SOX12,142.5357527,140.6284946,64.97446237,161.6923387,128.4400538,48.24395161,64.48553763,73.14623656,54.84488479,80.31060484,62.95102151,33.10551843,50.9047043,59.05650538,42.20258065,55.19327957,39.15672043,63.10212366,33.76747312,62.00244379,66.91879032,45.17056836,51.48798387,45.48900538,51.31505376,56.93110215
SPATA2,60.06344086,88.07002688,56.12884409,24.11440092,32.3427957,57.65241935,69.68629032,53.18833333,65.27053763,57.01854839,35.75591398,53.44247312,61.01169355,49.65067204,40.83897849,58.94758065,47.58465054,35.83583333,39.77959677,41.27405914,33.23473118,59.95124424,48.42526882,38.53594086,56.94693548,65.74991935
NUP58,5.177419355,27.49435484,5.901075269,8.003494624,42.45841014,7.412526882,4.966935484,17.15860215,36.03467742,2.15483871,16.35580645,7.775806452,10.03629032,52.9688172,82.94462366,6.883333333,89.56387097,87.99830645,54.89365591,48.92997312,60.73951613,129.8127957,45.20725806,79.91166667,43.77886713,14.9708871
PLEKHO2,510.3919355,446.1760215,399.8072581,458.8698925,309.8435484,496.9620968,542.2361828,583.4953495,695.1505376,340.8489247,861.7098925,651.4239247,716.7072581,762.2637788,404.8889017,586.9959677,457.5879032,441.4258065,324.7303763,350.913172,422.3010753,381.3182796,492.7986559,396.66826,414.8833333,300.9717742
